ibanSource,amount,transactionType,companyName
BE31007059077832,403.47,payment,Hayes Group
FR95089371009083487699X5431,973.19,deposit,Osinski - Simonis
CY6908040441869Y8353687R3645,820.50,invoice,Baumbach  Davis and Raynor
GB15KLBZ70022206042093,529.94,withdrawal,Baumbach - Stanton
ME40414947960026004005,409.67,withdrawal,Abernathy - Gleichner
GR671822254993984MD235N72G2,935.83,payment,Blanda  Mohr and Fahey
SE4600400150400140160829,490.59,withdrawal,Kilback and Sons
LT026253560800480095,317.24,deposit,Cummings and Sons
GI36CDGH38I3E8W070S0512,852.35,invoice,Gusikowski and Sons
SM74J84904200150245927II27G,998.02,invoice,Corwin Group
PK7445297120012749700238,247.15,payment,Barton and Sons
TL810068224000519400179,522.54,invoice,Kunde  Prohaska and Feest
KZ28570977Y8774K01Y9,504.72,withdrawal,Bailey - Kemmer
MK84841719Y7V982489,13.68,invoice,Stehr  Frami and Larson
LB9121554907699722K6208Q8190,614.55,invoice,Waters  Rodriguez and Kovacek
DK2790620023370852,937.55,deposit,Stanton  Lockman and Johnson
RO83ITZAI710843879B4OEH8,114.62,withdrawal,Dickinson LLC
FR63018705700465O9129119065,790.84,invoice,Kulas - Skiles
BH59ZTXF5650VI423V95Y1,740.79,payment,Boyle Group
HR7212623641504600695,246.32,deposit,Dach  Kirlin and Konopelski
MC73009885625331334596D9383,791.12,payment,Smith Group
CZ8320097099073010290661,873.62,payment,McClure  Jast and Stroman
AE682967750303007088452,720.31,payment,Miller Inc
TL140540419008004260062,566.54,deposit,Gottlieb  Jaskolski and McKenzie
HU98458611320409230008639751,456.19,payment,Dach - O'Conner
LU15288090823495E3B1,650.80,withdrawal,Fay Inc
BE65399413003603,824.35,payment,Cruickshank Inc
EE406772002140201003,202.87,payment,Lueilwitz - Dare
PT36406003476062900998236,720.85,withdrawal,Schaefer - Bernier
DK1558726890077062,446.94,invoice,Hauck - Kunde
KW22VCLRH22144383628946857WK67,584.14,withdrawal,Weissnat - Dooley
BR5050182530407283965090520T6,290.58,deposit,Block  Cormier and Ledner
FR240016200711Y76692923M161,685.91,deposit,Terry  Dooley and Beahan
IL821703982001450067645,399.68,invoice,MacGyver Inc
DO56FPWC70480957004074910065,788.55,withdrawal,Mraz - Bayer
PS232218006030798107988531961,875.67,invoice,Paucek and Sons
LB444074906G26D169YX9987814J,88.79,invoice,Kuhlman  Toy and Treutel
DO88PXZJ05004014674590010071,875.52,deposit,Cummings Group
XK570008440008906541,491.21,payment,Walsh  Hane and Runolfsson
CR3244113583864320068,143.35,payment,Keeling  Berge and Hermann
MC33308000758216B4S0703PR06,437.91,withdrawal,Abshire  McDermott and Waelchi
GR93162079673N5358762802149,378.96,deposit,Heller Inc
PL16068674616809004603931547,419.07,invoice,Gerlach  O'Kon and Walsh
LB110016O40AN6G035BD3241P752,835.97,payment,Kessler LLC
RS40009097003749505794,501.47,invoice,Denesik Group
AL400060499182358L56534051QO,861.33,deposit,Lynch - Wintheiser
GB49FNJP53053480085025,819.53,deposit,Gutkowski  Larson and Koss
SM41A0842010546I44P815TJ692,843.50,deposit,Kassulke - Carter
CZ8980021709737021691742,997.04,invoice,Mayert  Wisozk and Dickens
BA584009340797550569,858.06,payment,Von  Dibbert and Bednar
CH1795439624356H5S8E4,400.13,invoice,Lockman - Ruecker
KZ945647I66KN82R4PZ5,8.77,invoice,Flatley Group
LI11000766CV27J78558P,323.21,invoice,Lynch Inc
MT85QXJH04001O3446199402796W658,894.66,withdrawal,Williamson  Gulgowski and Schuppe
DK7010879001030149,456.67,payment,Zboncak  Nolan and Mraz
ES7678500130011450945019,650.59,invoice,Brekke  Lind and Maggio
AD76054735356S6937Q50061,59.38,invoice,Douglas Inc
AZ71184376902400931002907005,938.02,invoice,Schmitt  Wuckert and Morar
NO8000597317422,140.26,payment,Gutkowski  Macejkovic and Heidenreich
DO73BSPO32468600800450060089,887.01,payment,Treutel Group
BG98VCBD13003613243360,25.77,payment,Effertz  Hamill and Conn
AZ69110650102891402209060071,412.67,withdrawal,Ankunding Inc
MK90910AI2020298554,911.63,withdrawal,Rodriguez - Green
CZ5010168702706370317089,449.36,deposit,Collins Group
GB24WNPF42903380209383,61.20,withdrawal,Brown - Lind
CZ4641069100420082284007,729.94,deposit,Stokes and Sons
JO90AWQY0053779060080474550842,521.32,invoice,Lebsack  Vandervort and Krajcik
NO7700300054574,812.00,invoice,Spinka - Lesch
LV19ZHXU8751P8P040315,732.98,deposit,Lind - Aufderhar
LT342012581941228917,576.18,invoice,Kreiger  Brekke and Bogisich
CY7010508095GN656788168807G4,131.10,invoice,Klein Group
HR5734181847005003573,896.07,invoice,Hackett  Willms and Donnelly
AZ72389800042705180010055419,244.85,withdrawal,Hickle - Brekke
FI8609481758770949,34.61,invoice,Lebsack  Kunze and Considine
SI54275260106000872,2.25,payment,Welch Group
GB94RLMJ37032653559284,484.26,deposit,Mueller and Sons
GR682003050494993904338420M,676.79,payment,Kautzer  Cremin and Runolfsson
MK4853926970995O591,546.84,deposit,Mosciski LLC
IL577803842004806280149,629.82,invoice,Murphy  Ankunding and Jakubowski
LV60LOWF876GK954J040H,365.70,payment,Bayer  Roob and Spinka
PS53I6I4406702019370140051004,240.96,withdrawal,Funk Inc
MT45TXYS47001Q66607556999928430,477.26,deposit,Vandervort  Sporer and Hane
PS843200720600973023425184485,465.20,withdrawal,Bartell  Kohler and Ferry
SE6479850800701809590892,578.73,withdrawal,Flatley - Kovacek
AZ73365390684007508052161335,632.60,deposit,Jacobs Group
AE796337876005855005325,979.13,invoice,Goodwin  Wintheiser and Lubowitz
TR1888918101A7975502U15H1C,53.05,payment,Wiegand - Hessel
EE210726370838007075,691.36,invoice,Nolan Group
QA51VGNG23B68F2045311VW91209P,465.07,invoice,Kunde - Barrows
SA5581B3804884T168124027,311.25,payment,Gaylord - Koss
GB60SRXO90149534022494,938.60,invoice,Macejkovic  Bartoletti and Murphy
MD27V2036935369K09058715,344.60,invoice,McKenzie - McGlynn
MU36NMYS0570960041341191071IHL,637.19,withdrawal,Strosin - Haag
DK7390039005870026,990.82,withdrawal,Douglas - Ritchie
GL1563831003000621,298.42,withdrawal,Collier - Streich
NL75IKLF0065881074,890.10,payment,Erdman  Stoltenberg and Oberbrunner
GB45MXVU48465111004008,696.79,withdrawal,Kunze - Batz
CY58500515131VO25844468U5Z22,30.15,invoice,Weissnat - Nolan
FR595180131914444I8E295L331,617.94,invoice,Reichel  Leuschke and Witting
BH09KNGOPB7C7JP0814279,67.75,invoice,Schowalter - Heaney
PK9145386943601770300407,944.10,payment,Lang  Larson and Zemlak
LB23005867917Q07KG3C0523H203,373.84,deposit,MacGyver - Price
RS96446009964000408006,958.70,payment,Mitchell - Kiehn
FI7680058342002837,745.07,payment,Baumbach - Durgan
MD44291450IN145H3N41928U,950.05,payment,Spinka  Lind and Harber
DE06500060075790040497,474.60,payment,Fadel  Heaney and Hackett
KW43YEXGM2466365164IX79EWX72Z1,363.03,invoice,Johnston  Lynch and Larkin
SM45P03191280213Z835361C738,416.95,withdrawal,Schoen - Rowe
HR1109056476410736105,217.05,withdrawal,Kertzmann  Koss and Robel
KZ5009223394RL65G113,548.25,payment,Nader - Luettgen
IT96T8890080007Z7P8K4059939,417.11,deposit,Jakubowski and Sons
BH38KKGV364G44G04Y08R4,898.19,withdrawal,Kunde and Sons
BE37348200024493,92.07,deposit,Ryan  Balistreri and Johnson
AL43994358192188E0363X643BEB,259.26,payment,Stracke  Von and Lowe
PS31855D955034041003007993426,306.52,withdrawal,Smith - Grimes
XK223772087040809746,70.74,withdrawal,Lemke - Reinger
AL47669915332688984294670114,430.78,invoice,Treutel - Berge
CR9806101737009023983,117.44,payment,Stehr  Cormier and Block
LU09112G1V1071554260,524.08,invoice,Spinka and Sons
IT87U838090459499R3686Z0914,148.01,payment,Koch Inc
SK7820042829330586410007,111.03,payment,Graham  Collier and Upton
TR3272920X68458649C622W427,851.04,deposit,Schoen - Schiller
PL93005884082006575080004056,614.98,deposit,Wilderman  Jenkins and O'Hara
GL7840050056307060,475.99,withdrawal,Littel - Runolfsdottir
BG10NPHH400873653972N9,594.26,withdrawal,Borer  Conn and Schinner
BH26TSEH39013506G31341,213.94,withdrawal,Rodriguez Group
DO65KKLN51065007070015410524,969.42,deposit,Klocko  Torp and Bode
TR31980051Y66MS8T3PW964468,243.86,withdrawal,Cassin - Hermann
IE48188700692400451097,930.10,deposit,Medhurst  Kovacek and Altenwerth
AZ93669N80064009340479989087,549.80,deposit,Beier  Haag and Breitenberg
MU24ACZX0039760809301009080UUH,250.85,withdrawal,Mayert  Kohler and Paucek
EE340197958057003055,897.66,payment,Gutkowski - Schaden
DO74YFSX32666004200184800459,488.63,deposit,Moen - Schaden
PL62790915898990040041010767,835.42,invoice,Champlin LLC
XK623046080507386852,72.63,withdrawal,Tremblay Inc
FR1550087500513046485V3X952,911.40,withdrawal,Gorczany - Corkery
MR8084006040830056804950608,426.13,deposit,Schuster - Moen
VG2479739006005354000034,154.82,withdrawal,Bogisich - Davis
MR6500702090080077876810089,516.12,invoice,Fay Inc
DE19002208083932606007,494.70,payment,Reichert Group
CR2000447006200261048,851.85,withdrawal,Runolfsdottir Inc
PL32040036170677420060830804,621.74,invoice,Prohaska  Toy and Dooley
FR8300121354262A92361992840,80.32,invoice,Johns LLC
LV31FHAH79MB3880522S1,167.09,payment,Christiansen  Bergnaum and Blanda
XK496855402306801245,670.00,invoice,Wuckert - Satterfield
QA95UQHQ5A71A90888425059D0701,482.12,deposit,Schamberger - Feeney
LI503600158866560LX6O,911.35,deposit,Emmerich Inc
LU870954845M647736J6,372.91,deposit,Brown Inc
DK0660460029008438,479.70,deposit,Zboncak LLC
FI5900702601784227,149.41,deposit,Mayert  Bednar and Ruecker
IS520757480600923678800067,348.81,invoice,Brown  Gutkowski and Willms
NO1800947003150,684.81,withdrawal,Smitham LLC
PS192998600281463800040019009,843.18,deposit,Feil Inc
DE92067285990099200795,132.21,withdrawal,Ernser LLC
CH6220870731187240673,583.91,invoice,Berge LLC
KZ07091384724230K904,568.67,deposit,Pfannerstill - Trantow
GB25EBEE00900170083293,823.34,deposit,Mertz - Gislason
HU70719037596040016030011257,328.30,withdrawal,Will Group
RO88WPGJXS6221009374309D,440.19,deposit,Ferry - Kunde
PK4255841004702432797293,329.05,deposit,O'Conner - Botsford
AE977550034010985005035,752.13,withdrawal,Kautzer - Auer
FI7366087172591038,285.45,invoice,Towne and Sons
ES2605891774668903010572,684.04,deposit,Purdy - Hintz
SK6200220070050380094026,902.01,deposit,Predovic  Bradtke and Crooks
CR2200786006307079280,653.18,deposit,Casper Group
JO47BLYB8418230017800705003021,422.16,withdrawal,Sporer - Gutkowski
BR5884001020028904022000575Q0,414.46,withdrawal,Schumm LLC
AT813200653709815730,967.33,invoice,Sporer Inc
CY5329046732860TO11516761M94,994.19,invoice,Barrows  Schoen and Nikolaus
IS533900090047600093390054,275.48,withdrawal,Hills  Hintz and Kuhlman
PK362P877023003590300427,447.14,invoice,Champlin and Sons
HU04005001643006751050087034,681.48,withdrawal,Kreiger  Wilkinson and Jaskolski
MK02538661220342671,721.02,invoice,Hilpert - Kris
DE34045755590132746005,827.03,withdrawal,Renner LLC
IE14QP4210015402290092,427.15,invoice,Huel LLC
FO5467710302500936,534.40,invoice,Johnson and Sons
NL46OTFO0084104093,898.24,withdrawal,Satterfield - Bode
HR3003300590076070442,661.15,invoice,Rolfson Inc
HU89450100396004580030021806,758.20,withdrawal,Hermiston - Kassulke
SA4850482871043036889432,757.51,deposit,Lang  Cole and Rodriguez
CR0842345581201008702,100.42,payment,Champlin Inc
LB307020667777Z44X110227T300,645.29,deposit,Lakin - Johnston
DO63OZYF00390616002416730089,79.20,invoice,Schiller - O'Connell
FI4994744920094740,589.75,payment,Abbott Group
IL870250047700580274343,832.95,withdrawal,Buckridge LLC
AT762206124800605666,469.41,payment,Schumm  Kub and Jerde
QA33GVPH3934885787W4232941597,867.71,invoice,Raynor  Labadie and Kulas
IE776HC207441000650432,96.24,invoice,Mitchell Inc
ES4300160068205600951676,772.45,deposit,Johnson - Schiller
HR3936100640030040022,596.79,invoice,Luettgen - Homenick
IL590002887460020900794,660.95,payment,Larson  Toy and Wiza
JO73JKTJ0516710010900403001067,327.63,withdrawal,Klocko - Tromp
GI97JZNPM26CVPNDW876S2I,153.10,deposit,Beahan - Stamm
MR4805678655946080460030091,571.37,withdrawal,Lind  D'Amore and Wuckert
SE5903233780020030056785,104.50,withdrawal,Zieme - Little
KZ547860D3T1915MFC4B,487.32,withdrawal,Hyatt - McLaughlin
BA186987737011496734,476.49,invoice,Klein Group
LT864007747956475068,741.94,payment,Treutel Group
GT8505309K231762914195W898Q8,299.56,invoice,Hills - Borer
ES2200813937289002250078,728.49,deposit,Ritchie  Champlin and Waelchi
RO22LCJO058387D487N39977,426.33,deposit,Sipes  Connelly and Carroll
LU3270558615R1986623,806.84,withdrawal,Becker Group
MU83GHVA2441471200148700618CAU,598.52,deposit,Moen - Runolfsdottir
GB19FNTN72044900510149,723.56,invoice,Satterfield - Lebsack
FR5390090407852577HPP1R2042,282.03,payment,Cruickshank  Bergstrom and Effertz
RO36YSVF08YK439Y7Q414736,134.26,deposit,Gibson  Paucek and Okuneva
IT80V9300700142P35IF849858S,910.26,withdrawal,Gulgowski LLC
LT984053907005004006,66.03,deposit,Lueilwitz LLC
SM98Q020026003119B8Y000C02J,767.92,withdrawal,Botsford  Cassin and Gutmann
VG48TY460201385490103715,660.56,payment,Reichert  Ziemann and Thiel
MU41NMNW3926610600030040242IMU,716.20,invoice,Kihn - Collins
CY477508004709C77W8893813O20,173.44,invoice,Williamson Inc
LB9360348O3Q9640351U61985936,687.18,withdrawal,Goyette  Kutch and Wuckert
LI3175925D11M18XOBY13,820.05,payment,Gerhold - Pollich
DO98FWVU20302893191003563112,533.11,deposit,Walter - Jacobi
MD1205E1467904N204Y03N68,877.50,payment,Rowe Group
IT88S570600500454W927GN1R3N,275.32,deposit,Fadel - Stoltenberg
PL73003600907830100051900572,218.05,withdrawal,Rowe  Nitzsche and Batz
SI13700980300546610,141.44,payment,Parisian LLC
VG8498273137005716605637,914.76,payment,Lemke  Hermann and Rice
BA639512305920200642,546.85,withdrawal,Renner  Baumbach and Wunsch
SE6306306227409560845668,109.68,payment,Huels LLC
AT580051305440860090,264.64,invoice,Koelpin  Abernathy and Gusikowski
LV48SYWD6T5D105636750,207.54,invoice,Rodriguez  Prohaska and Heller
IT86P90294006900C7I32039951,761.65,payment,Konopelski  Kautzer and Ryan
EE107002077500707005,961.25,payment,Herzog Group
KW13AONQ8XX4H72955LK21418219MN,729.61,withdrawal,Monahan - Schumm
FO2300830609000491,903.90,invoice,Hirthe LLC
MK96016K840P73Z7295,251.50,deposit,Barton Inc
IS070705211030051424810642,349.31,withdrawal,Hamill  Harris and Murray
CH02179163Z72PB8F7501,505.77,deposit,Klocko LLC
RS38348110100630050721,833.62,deposit,Kunze  Ziemann and Feeney
AE876965250070973818401,189.19,invoice,Ryan and Sons
RS62028274004002009003,847.86,invoice,Nicolas  Walter and Windler
MR2500110073113005007767467,27.83,invoice,Gusikowski  Hegmann and Hagenes
PK1809597045265094300748,663.36,payment,Price - Cassin
TR067005104N588164C9988NG4,807.35,payment,Farrell Inc
RO03LRPL0496082M85270O54,925.51,deposit,Lebsack  Conn and Rogahn
LT800604316288382069,782.49,withdrawal,Corkery  Feest and Gutkowski
NO6939130485655,9.51,withdrawal,Pacocha LLC
CR3374295290023001896,361.64,withdrawal,Powlowski - McKenzie
MR3273251700340901017700849,72.68,invoice,Wintheiser  Effertz and Wisoky
HU05620741343734021587090023,865.55,payment,Johnson Inc
BH93CRDJ0176Q43534M444,231.67,withdrawal,Gleichner Group
EE866975007180070047,479.52,withdrawal,Fadel - Swaniawski
LI3100409J3T892910196,748.33,invoice,Greenholt - Thompson
ME56059926060210677068,439.68,payment,Heaney and Sons
SA17357R56668004042730CD,376.27,payment,Bode Group
QA93FLDGQ27Y9994941H1045ZU781,758.70,deposit,Roob - O'Conner
MK93849TWR625180O27,56.61,invoice,Stehr - Hilpert
DO35HLGL43901010080004976719,450.96,payment,Berge  Stroman and Romaguera
NL80GWDC0906016546,100.69,invoice,Kuvalis and Sons
PK96U9178004288295080051,617.55,payment,Waters  Prosacco and Graham
IT25V1732330051X094L4N58197,849.85,deposit,Deckow LLC
MK63973200308V23O94,93.36,payment,Braun Group
NL84RQYE0708203541,746.98,payment,Jakubowski LLC
BG82REYU450034435427EI,540.08,deposit,Fahey LLC
PL43811019299007702040012747,10.85,invoice,Hilpert  Lang and Nienow
DO28TEAM00550080316260182085,426.89,invoice,Hyatt - Ferry
JO17LIII0013700473080133062948,920.29,withdrawal,Ritchie  Von and Schowalter
KW31QVWL211S7V898736610F278540,272.45,deposit,Dooley and Sons
LB798072227718221I3959S15R07,596.09,withdrawal,Stokes and Sons
KZ219139173071170931,392.25,payment,Hane - Gusikowski
SM17H80583010557237WBP378C1,634.93,payment,Goodwin  Gerhold and Bartoletti
DO73LFON97615256336600422310,957.99,invoice,Macejkovic - Haley
MR7002803090083230770937904,870.26,withdrawal,Vandervort - Schultz
MU19HOJQ0048008780040030013SDK,484.47,withdrawal,Reilly Inc
HU30914070090020069110020164,472.46,payment,Breitenberg  Hessel and Fritsch
CR1759785608002500741,891.67,payment,Dibbert - Windler
GT349304E54138990MO103332641,277.47,withdrawal,Stiedemann  Zemlak and Willms
AE942875100800497009039,858.57,withdrawal,Hayes  Treutel and Feest
PK97996C0500846850055766,420.18,payment,Schoen - Kertzmann
NL09MQQM3010200867,416.23,invoice,Witting - Kreiger
BE90048009040060,908.67,deposit,Klocko Inc
IT21P3719608021BQQF40L54P3S,928.91,invoice,Bogan Inc
HR4995605284430730944,228.93,deposit,Williamson - Haag
VG3844537843036268209055,765.30,payment,Jacobson - Hettinger
KW95CRSZ0604317637714A29983310,884.06,payment,Feeney - Durgan
GB96EYWI28589820192096,547.88,deposit,Kuhlman  Kuphal and Reilly
JO88YLPH0443780085000700730096,624.28,invoice,Powlowski - Olson
MR9073034768210390036307478,133.85,invoice,Olson  Ondricka and Cartwright
AL45590013259EU4501196251V90,130.46,payment,MacGyver  Schinner and Langosh
CY8988800670333686M086ZR2M38,865.18,deposit,Koch  Waelchi and Moore
GE24720050149900678678,774.32,payment,Bruen LLC
NO0590692008955,850.85,withdrawal,Dicki  Skiles and Grimes
MK032330800N3557406,774.75,deposit,Abshire LLC
IL765008515097100671214,910.22,invoice,Ortiz  Parisian and Armstrong
SA88237101J719454739J614,887.37,deposit,Powlowski and Sons
TN4857950583014081003109,89.70,withdrawal,Grant  Fahey and Eichmann
VG9299A20900450017001213,319.55,deposit,Hagenes - Ortiz
BE42865020100634,23.98,invoice,Bradtke Group
GI80OMNL247221646983655,110.92,invoice,Weimann  Kemmer and Ferry
FO9200817040345436,114.98,deposit,Bins  Satterfield and Davis
GE34548003222830342773,186.36,deposit,Donnelly  West and Kovacek
LB3050267Q60W8HK631MW0K1P898,413.96,invoice,Smith - Koelpin
HR0766002418570009180,156.02,payment,Walker Group
MC40035540761908N9ZA8P91684,899.71,payment,Stoltenberg  Runolfsson and Ryan
GE14784638509705418734,305.79,deposit,Lesch Inc
LV30KRXPT69937874Q006,628.61,withdrawal,Cormier  Thiel and Barrows
LB8400407X0306T6P8059413G074,979.84,payment,Rogahn  Labadie and Mayer
PK95905K8076050103399004,998.52,deposit,Kiehn  Zieme and Blick
PT98048802502100400159938,689.02,deposit,Morissette Inc
IE97223H00711885343084,837.11,deposit,Lowe  Tromp and Volkman
HR1356005840511100892,698.17,payment,Kihn LLC
GI03HQHP201555429512E83,67.42,withdrawal,Haag  Kreiger and Murray
ES5281700204760270001727,144.62,withdrawal,Gutkowski - Considine
AE220721040700701004173,855.48,deposit,Koelpin - Kemmer
ME68029800625760890711,835.35,invoice,Hammes  Mertz and Homenick
CH41400301815402I5831,345.76,invoice,Kutch Inc
CH291363742S923R94879,84.65,payment,Ritchie  Schimmel and Turner
PL75021311855416000200500489,540.75,invoice,Murphy Group
BA492538770002907091,711.46,withdrawal,Dicki  Runolfsson and Muller
TR55698811868443914153A302,705.40,deposit,Fritsch  Koch and Thompson
CZ1446021300694397974725,184.66,deposit,Kautzer - Weissnat
BR4753060800104147003002295P7,165.88,deposit,Kovacek - Effertz
LV38WOUG0572W2T523I22,110.27,payment,O'Keefe  Aufderhar and Homenick
SK0326074800026100809002,718.99,invoice,Zemlak - Dare
LB93202912V135Q030S642344258,896.45,payment,Ward - Fay
ES0470055901689131703864,123.79,withdrawal,Reilly - Bechtelar
AD2150048858S38O9W573741,743.05,withdrawal,Aufderhar - Hammes
AE958810069406740033474,399.70,deposit,Keeling - Medhurst
IS789006294005782170428006,980.95,payment,Moen LLC
LB32002878177X61Z07R3G7932S1,313.63,withdrawal,Rempel - Littel
PS217768156193002346207020481,741.88,withdrawal,Fritsch Group
FI9505500210670095,201.57,payment,Torphy - Thompson
MU25OMXK5061070010090455966WSZ,366.33,invoice,Koelpin LLC
BE93855830604993,635.20,payment,Cremin  Schaefer and Marquardt
VG283IXP7071710102410080,778.97,withdrawal,Tromp Group
CZ6400707121040800200278,4.27,payment,Moen  McLaughlin and Anderson
GT721890N027040OE657T3K8Y604,701.44,payment,Shields  O'Keefe and Glover
DO46ZWST23500080680010774368,657.47,withdrawal,Lebsack LLC
RS70578003008003578526,480.45,deposit,Crist and Sons
MK208884N3194888R83,127.09,deposit,Little and Sons
GE208B0660240006570514,826.40,deposit,Lebsack - Bahringer
SE1414102097644003807554,137.49,payment,Ankunding  Sipes and Wisozk
IE55081N70554618451001,420.58,withdrawal,Swift - DuBuque
VG70588M2182680071359976,163.10,invoice,Schaden - Jacobson
GL5280055061600103,655.78,deposit,Toy - Denesik
ES1401326001350100400167,344.52,withdrawal,Oberbrunner - Rosenbaum
LB1070770495430A254032Z34348,1.24,withdrawal,Torp Group
QA60KKAK1TO50C0700K97256ESFL5,266.07,invoice,Runolfsdottir  Hilpert and Thompson
LU9792217J8X86731917,14.18,withdrawal,Wolf - Emard
GR66900693383534L2470132R94,436.48,payment,Ratke - Brakus
ME57003639900846920176,990.32,deposit,Beier - Funk
TN2284027005238810503896,146.17,invoice,Ortiz Group
BE02109712280064,747.18,payment,Reichel  Kshlerin and Lemke
MC057741300865260T5102Q5631,867.59,payment,Bayer - Lebsack
NL90ZZQF2001171004,303.19,invoice,Kunze - Cormier
LT191600506860071097,658.94,invoice,VonRueden - Bergstrom
BA040802270054053004,462.17,invoice,Powlowski - Okuneva
ME80109800036503577270,141.64,deposit,Simonis - Gulgowski
HU98154020064099900555296424,49.82,payment,Goyette - Ward
NL47ILQO1254770840,718.36,invoice,Hand - Eichmann
HR9069070050069050075,982.46,invoice,Rath and Sons
GI36LYNP371293K567C58I9,38.25,withdrawal,Kilback - Nicolas
MD77165AL42D64C69UD7H551,808.16,deposit,Gerhold Group
GB13VXIT67000800600212,653.45,invoice,Effertz Inc
MC6401932260749R78264I95N85,805.08,withdrawal,Bednar  Morissette and Jones
IS227290098036852150050855,341.73,withdrawal,Kreiger Inc
AD81067814406V147N14W549,265.87,deposit,Miller - Skiles
FI2600707590200911,56.87,invoice,Harber  Reichel and Kris
BG46KJWG620074610947W6,137.22,withdrawal,Watsica  Lynch and Gleichner
MD685U00884V241930Q82576,702.79,withdrawal,Mitchell  Torp and Carroll
BG29XFFM0574220RS24WK7,361.19,deposit,Simonis  Buckridge and Cummerata
MR6100874130540011207162285,341.02,deposit,Stoltenberg  Yundt and Casper
DE52076006110100230985,181.13,deposit,Ullrich - Nader
VG15X7782086240690930057,468.60,deposit,Braun LLC
HR1270706750400404094,276.80,payment,Veum  Marquardt and Luettgen
AT284034082002764987,657.01,withdrawal,Goyette - Brown
NO4950047010060,775.10,invoice,Schultz  Price and Thompson
KW21SYTA5T6F599760T631641K86S0,302.76,withdrawal,Howe - Schmidt
DK7266532070804906,827.16,payment,Schowalter - Crist
BR1208094040890890209800362SD,32.03,withdrawal,Hills LLC
MT27NZMQ0400558RVNUN75O48V268Q5,484.41,invoice,Kuhic  Johnston and Howell
NL67GEUN0856014591,776.48,payment,Schiller Group
ME27919070832008550316,309.34,payment,Boyle LLC
HU34040086740505350072403570,74.35,invoice,Adams Group
CR9050800200900609085,224.78,invoice,White Group
TN9600378047020605067040,4.85,deposit,Bergstrom Inc
KW44KCXR8264H02945150638398Q6H,800.63,payment,Adams and Sons
CH75247053080110Z32G7,673.07,payment,Tillman - Altenwerth
TR3994908GA9M3558510326H20,974.78,payment,Donnelly - Predovic
TR2521754154454729175M4K11,90.01,invoice,Rutherford Inc
IS703300570040380020787145,836.09,payment,O'Reilly - Bradtke
JO80LEVX5400152700300308270077,370.47,withdrawal,Ryan and Sons
GI05VZGN1472958WC825836,137.58,payment,Prosacco - Treutel
AL800514504099907P06018R105M,593.02,withdrawal,Murphy  Mueller and Erdman
NO8600044741003,307.09,payment,Haley and Sons
LI744074691480K6M31P5,738.88,payment,Ratke Group
GI55HBOHO160CA962N83780,359.41,withdrawal,Goodwin Group
DK3100160026090042,820.72,deposit,Stokes  Farrell and Jaskolski
JO75DKDD0080840050304009752040,573.48,payment,Runte and Sons
FO8020441060924152,927.18,payment,Windler - Conroy
MC960209087470OS22092412999,277.46,payment,Weimann  Boyle and Schinner
JO30BEJH0095562160357990486006,616.47,invoice,Bernhard  Torp and Kerluke
EE523906001300553007,304.06,payment,Gibson LLC
AE790670160057810030486,82.66,withdrawal,Kuhn  Cremin and Kessler
MT77SUCW390069HR7X35J0P9884743A,579.95,withdrawal,Dicki and Sons
EE100416040040008009,17.55,invoice,Blick Inc
BR6092310600608021390010041S7,940.14,payment,Jerde LLC
IL587551030014074400577,13.79,invoice,Feeney  Batz and Feest
CZ9732004092302500732543,888.48,payment,Crist and Sons
MU20ZFQL3323940598089830271BHM,1.67,payment,Morissette  Beier and Stoltenberg
CY93003157226558144026317398,391.34,invoice,Goldner  Padberg and Moen
AT546056900250307550,591.70,invoice,Cummerata Group
GT2699KA26AMH95567W14O460112,278.59,withdrawal,Douglas Group
LU582184P6414I620E0Y,265.53,deposit,Wolff - Kassulke
JO25GJXK0097007005056006504230,430.09,invoice,O'Conner Group
ME75097500246647002006,999.81,payment,Weimann  Haley and Robel
VG6327840490505663053953,490.99,deposit,Cummings and Sons
AL44584036657903541BM0607378,156.77,deposit,Gorczany  Hermiston and Brekke
LB570881076889686673082D3154,805.40,deposit,Lebsack - Powlowski
PT87005036790007182005095,495.25,deposit,Stoltenberg - Gorczany
AE353060700406790600777,321.75,deposit,Trantow  Bahringer and Koelpin
GR368300307003SQY6SK268U260,388.27,invoice,Yost Inc
GT42M7100648IBJ59J0541ZW7507,910.46,deposit,Beer  Quigley and Frami
DK2180020360877655,936.74,invoice,Pagac Group
ME74193508347078600351,554.95,invoice,Schaden  Eichmann and Cassin
EE775009706001057329,773.15,deposit,Schimmel - Keebler
IS598091766440100907003027,79.14,withdrawal,Grant  Goodwin and Quitzon
SE7823780070020019082238,729.03,withdrawal,Thiel - Ebert
PS37I735003506446677241000276,123.25,payment,Bailey  Kovacek and Gorczany
AE460650082085070686669,714.20,payment,Treutel Group
LT790807308789728058,757.32,deposit,Paucek - Runte
TR47072103321886295E920A95,593.74,invoice,Hoppe  Leannon and Jaskolski
MR9160057701151110074300165,149.83,withdrawal,Tremblay  Corwin and Dicki
IL476069896500856484206,146.41,invoice,Goodwin Inc
MU26UBMG0017504800304362080WUS,728.89,invoice,Rippin Inc
NL12OHKB8032009181,428.21,withdrawal,Brown and Sons
PL15859086046536073300854928,824.96,deposit,O'Conner Group
TL145123773040089050107,928.20,withdrawal,Bernier - Denesik
